name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
Squirrel Hill Shoe Repair,2205 Murray Ave,Pittsburgh,PA,15217,40.432602,-79.9228381,4.5,30,1,"Shoe Repair, Local Services"
Commonplace Coffee,5827 Forbes Ave,Pittsburgh,PA,15217,40.4382549,-79.9219483,4.5,178,1,"Food, Coffee & Tea"
Alan's Pet Shops,2229 Murray Ave,Pittsburgh,PA,15217,40.431867,-79.9229838,2.5,11,1,"Pets, Pet Stores"
4 Wood Grille,5840 Forward Ave,Pittsburgh,PA,15217,40.4293912,-79.9223017,2.5,10,0,"Restaurants, Food, American (Traditional)"
"Clinton W Runco, DMD",6300 Forward Ave,Pittsburgh,PA,15217,40.4289774,-79.9211182,1.0,3,1,"Dentists, General Dentistry, Endodontists, Cosmetic Dentists, Health & Medical"
Sichuan Gourmet,328 Atwood St,Pittsburgh,PA,15213,40.4389524203,-79.9551590459,4.0,138,1,"Restaurants, Szechuan, Chinese"
Cappy's Cafe,5431 Walnut St,Pittsburgh,PA,15232,40.45109,-79.9343681,3.5,67,1,"American (Traditional), Restaurants, Nightlife, Dive Bars, Bars"
City Fresh Pasta,2108 Murray Ave,Pittsburgh,PA,15217,40.4336219293,-79.9229785686,4.0,4,1,"Italian, Restaurants, Specialty Food, Food"
Pamela's,5813 Forbes Ave,Pittsburgh,PA,15217,40.4382396,-79.922326,4.0,61,0,"Breakfast & Brunch, Restaurants"
"Michael J Cushman, DDS","3356 5th Ave, Ste 100",Pittsburgh,PA,15213,40.4453651168,-79.9552633228,5.0,8,1,"Oral Surgeons, General Dentistry, Health & Medical, Cosmetic Dentists, Dentists"
Auto Palace Porsche,4627 Baum Blvd,Pittsburgh,PA,15213,40.4542187,-79.9522769,4.0,9,1,"Auto Detailing, Automotive, Car Rental, Auto Parts & Supplies, Auto Repair, Car Dealers, Hotels & Travel"
Oliverio Hair & Nails,201 S Craig St,Pittsburgh,PA,15213,40.4463155,-79.9486271,2.5,26,1,"Hair Removal, Nail Salons, Beauty & Spas, Hair Salons"
Compression Management Services\/ Lymphedema Centers,"580 S Aiken Ave, Ste 420",Pittsburgh,PA,15232,40.4535223264,-79.9375172802,3.5,3,1,Health & Medical
Planet Smoothie,5608 Walnut St,Pittsburgh,PA,15232,40.4516866,-79.9319237,3.0,11,0,"Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies"
Whitehouse Salon,5523 Walnut St,Pittsburgh,PA,15232,40.4515766,-79.9328425,4.5,131,1,"Massage, Hair Stylists, Men's Hair Salons, Hair Extensions, Beauty & Spas, Hair Salons, Barbers, Blow Dry\/Out Services, Nail Salons"
Balloonatics,5819 Forward Ave,Pittsburgh,PA,15217,40.4297188,-79.9227827,3.0,5,1,"Event Planning & Services, Party & Event Planning, Balloon Services, Party Supplies"
Tan Lac Vien,2114 Murray Ave,Pittsburgh,PA,15217,40.4331995,-79.9232519,3.5,206,1,"Vegetarian, Vietnamese, Restaurants, Food"
Citizens Bank,1801 Murray Ave,Pittsburgh,PA,15217,40.4367293,-79.922637,2.0,5,1,"Financial Services, Banks & Credit Unions"
Footer's Dry Cleaners & Tailors,5864 Forbes Ave,Pittsburgh,PA,15217,40.4377907,-79.9203633,2.5,13,1,"Sewing & Alterations, Dry Cleaning & Laundry, Laundry Services, Local Services, Dry Cleaning"
NU Jewish Bistro,1711 Murray Ave,Pittsburgh,PA,15217,40.4375577,-79.92282,4.0,104,1,"Delis, American (New), Restaurants, Sandwiches"
QDOBA Mexican Eats,3712 Forbes Ave,Pittsburgh,PA,15213,40.4412764229,-79.9570812285,3.0,37,0,"Event Planning & Services, Caterers, Fast Food, Mexican, Restaurants"
Sushi Fuku,120 Oakland Ave,Pittsburgh,PA,15213,40.4416757,-79.9573642,4.0,160,1,"Sushi Bars, Japanese, Restaurants, Poke, Food"
Brioche Doree,123 University Pl,Pittsburgh,PA,15213,40.4441972,-79.956529,4.0,11,1,"Bakeries, Coffee & Tea, Food"
Roberta Weissburg Leathers,5415 Walnut St,Pittsburgh,PA,15232,40.4509697,-79.9348786,4.5,7,1,"Fur Clothing, Fashion, Leather Goods, Women's Clothing, Accessories, Shopping"
Soldiers & Sailors Memorial Hall & Museum,4141 Fifth Ave,Pittsburgh,PA,15213,40.4450029,-79.9564246,4.5,18,1,"Venues & Event Spaces, Arts & Entertainment, Museums, Event Planning & Services"
Pittsburgh Center for Holistic Dentistry,"5830 Ellsworth Ave, Ste 304",Pittsburgh,PA,15232,40.4563571,-79.9301605,3.5,3,1,"Dentists, Health & Medical, Naturopathic\/Holistic, Cosmetic Dentists, Doctors, General Dentistry"
Pizza Pronto,4611 Centre Ave,Pittsburgh,PA,15213,40.454132,-79.95183,3.5,20,1,"Pizza, Burgers, Sandwiches, Restaurants, Salad, Food, Food Delivery Services, Italian"
Sushi Boat,128 Oakland Ave,Pittsburgh,PA,15213,40.4415702,-79.9573067,3.5,48,0,"Chinese, Restaurants, Japanese"
Red Star Kombucha,433 Graeme St,Pittsburgh,PA,15232,40.441162461,-80.0026917804,5.0,17,1,"Tea Rooms, Arts & Entertainment, Breweries, Kombucha, Art Galleries, Shopping, Food"
Murray Avenue Apothecary,4227 Murray Ave,Pittsburgh,PA,15217,40.4223927,-79.9286164,4.5,8,1,"Beauty & Spas, Shopping, Drugstores, Health & Medical, Skin Care"
"Richard Gottlieb, DMD","3347 Forbes Ave, Ste 302",Pittsburgh,PA,15213,40.4384175,-79.9617203,5.0,7,1,"Cosmetic Dentists, General Dentistry, Dentists, Oral Surgeons, Periodontists, Health & Medical"
Distilo Tailoring,2603 Shady Ave,Pittsburgh,PA,15217,40.4289799,-79.9211315,4.5,19,1,"Local Services, Sewing & Alterations"
Moonlite Express,,Pittsburgh,PA,15213,40.4379259,-79.9556424,3.0,5,1,"Ethnic Food, Food, Imported Food, Restaurants, Specialty Food, Food Stands, Food Trucks"
India Garden,328 Atwood St,Pittsburgh,PA,15213,40.438875,-79.955248,3.5,101,0,"Restaurants, Pakistani, Indian"
Hocus Pocus,113 Meyran Ave,Pittsburgh,PA,15213,40.4410322,-79.9586931,4.0,4,1,"Shopping, Books, Mags, Music & Video, Bookstores, Hobby Shops, Spiritual Shop, Tattoo, Beauty & Spas"
Alder Street Barber,5987 Alder St,Pittsburgh,PA,15232,40.4572537,-79.9255596,4.5,56,1,"Beauty & Spas, Barbers"
UPMC Dermatology - Shadyside,"580 S Aiken Ave, Ste 201, Shadyside Place",Pittsburgh,PA,15232,40.4534464946,-79.9375996161,4.0,4,1,"Dermatologists, Health & Medical, Doctors"
Lily & Val Flagship Store,5900 Ellsworth Ave,Pittsburgh,PA,15232,40.4581992276,-79.927479589,5.0,5,0,"Wholesale Stores, Event Planning & Services, Arts & Crafts, Shopping, Flowers & Gifts, Gift Shops, Cards & Stationery, Antiques, Personal Shopping"
Razzy Fresh,300 S Craig St,Pittsburgh,PA,15213,40.4456919135,-79.9489865016,4.0,86,1,"Ice Cream & Frozen Yogurt, Food"
Amazing Yoga,730 Copeland St,Pittsburgh,PA,15232,40.451095,-79.934871,4.0,49,1,"Yoga, Active Life, Fitness & Instruction"
Hens and Chicks,5892 Ellsworth Ave,Pittsburgh,PA,15232,40.4580184,-79.9275787,5.0,7,0,"Flowers & Gifts, Shopping, Florists"
Independent Brewing Company,1704 Shady Ave,Pittsburgh,PA,15217,40.4376827663,-79.9195291192,4.0,137,1,"Beer Bar, Food, Restaurants, Bars, Specialty Food, Nightlife, Tapas\/Small Plates, American (New), Pubs, Fruits & Veggies, Beer, Wine & Spirits"
Pitt's Dogg'n It,5857 Ellsworth Ave,Pittsburgh,PA,15232,40.4574246,-79.9288868,3.0,19,1,"Beer, Wine & Spirits, Food"
McGuinn's Barber Shop,2140 Murray Ave,Pittsburgh,PA,15217,40.4325307,-79.92334,4.5,17,1,"Barbers, Hair Removal, Hair Stylists, Hair Salons, Men's Hair Salons, Beauty & Spas"
Womancare Center - Magee,"300 Halket St, Ste 5770",Pittsburgh,PA,15213,40.436831,-79.960689,5.0,3,1,"Medical Centers, Obstetricians & Gynecologists, Health & Medical, Doctors, Hospitals"
Chaya Japanese Cuisine,2032 Murray Ave,Pittsburgh,PA,15217,40.4338841,-79.923134,3.5,213,1,"Soup, Japanese, Restaurants, Sushi Bars"
Panera Bread,3800 Forbes Ave,Pittsburgh,PA,15213,40.4416203898,-79.9566856027,2.5,50,1,"Bakeries, Breakfast & Brunch, Restaurants, Salad, Sandwiches, Bagels, Soup, Delis, Coffee & Tea, Food"
The Café Carnegie,4400 Forbes Ave,Pittsburgh,PA,15213,40.4432834,-79.9502225,3.5,40,1,"Restaurants, American (New)"
Black Cat Tattoos,"406 S Craig St, Ste 3",Pittsburgh,PA,15213,40.445046,-79.9489057,5.0,4,0,"Tattoo, Beauty & Spas"
European Wax Center,5854 Forbes Ave,Pittsburgh,PA,15217,40.4379147,-79.9208272,4.0,53,1,"Waxing, Hair Removal, Skin Care, Beauty & Spas"
Life Uniform & Shoe Shops,"3501 Forbes Ave, Ste 100",Pittsburgh,PA,15213,40.4401437,-79.9594883,1.5,3,0,"Uniforms, Shoe Stores, Shopping, Fashion"
Dante Salon,"5823 Ellsworth Ave, 1st Fl",Pittsburgh,PA,15232,40.4567313,-79.9303474,4.0,21,0,"Beauty & Spas, Hair Salons"
Pittsburgh Deli Company,728 Copeland St,Pittsburgh,PA,15232,40.4511151,-79.9349322,3.5,24,0,"Delis, American (Traditional), Restaurants, Sandwiches"
Maxon Towers,"6315 Forbes Ave, Ste L112",Pittsburgh,PA,15217,40.4384091,-79.9187511,4.5,3,1,"Home Services, Apartments, Real Estate"
The Coffee Tree Roasters,5840 Forbes Ave,Pittsburgh,PA,15217,40.4377661,-79.9213432,4.0,43,1,"Food, Cafes, Restaurants, Coffee Roasteries, Coffee & Tea"
Butterjoint,214 N Craig St,Pittsburgh,PA,15213,40.4499759735,-79.9507371865,4.0,182,1,"Nightlife, American (New), Bars, Restaurants"
Natural Eyebrows Threading,815 Copland Way,Pittsburgh,PA,15232,40.450529,-79.9344485,4.0,53,1,"Hair Removal, Beauty & Spas, Eyebrow Services, Threading Services"
Rita's Italian Ice,5880 Forbes Ave,Pittsburgh,PA,15217,40.4378416,-79.9197512,4.5,38,1,"Shaved Ice, Ice Cream & Frozen Yogurt, Desserts, Food"
S Aiken Bar & Grille,815 S Aiken Ave,Pittsburgh,PA,15232,40.4504742,-79.9351568,2.0,25,0,"Bars, Restaurants, Sports Bars, Pizza, Nightlife"
Redhawk Coffee,120 Meyran Ave,Pittsburgh,PA,15213,40.4407077,-79.9586246,5.0,123,1,"Restaurants, Breakfast & Brunch, Food Trucks, Coffee & Tea, Desserts, Food"
Bombay Food Market,4605 Centre Ave,Pittsburgh,PA,15213,40.4521243,-79.9517524,3.5,28,1,"Food, Ethnic Food, Do-It-Yourself Food, Grocery, Specialty Food, Imported Food"
DDB Upscale Consignment Boutique,5873 Forbes Ave,Pittsburgh,PA,15217,40.4381413,-79.920187,2.5,3,0,"Used, Vintage & Consignment, Thrift Stores, Men's Clothing, Fashion, Shopping, Women's Clothing"
Phantom of the Attic Games,406 S Craig St,Pittsburgh,PA,15213,40.445033,-79.94907,4.5,3,1,"Active Life, Shopping, Arts & Entertainment, Books, Mags, Music & Video"
The Greek Gourmet,2130 Murray Ave,Pittsburgh,PA,15217,40.432838,-79.9232072,4.5,79,1,"Restaurants, Ethnic Food, Specialty Food, Imported Food, Greek, Food"
Banana Republic,5534 Walnut St,Pittsburgh,PA,15232,40.4514965,-79.93228,4.0,15,1,"Shoe Stores, Shopping, Fashion, Sports Wear, Accessories, Sporting Goods, Women's Clothing"
Crepes Parisiennes,207 S Craig St,Pittsburgh,PA,15213,40.4460679,-79.948641,4.0,153,1,"Food, Restaurants, French, Desserts, Creperies"
The Pussycat,"5862 Forbes Ave, Apt 23",Pittsburgh,PA,15217,40.4378344,-79.9204896,4.0,4,0,"Maternity Wear, Fashion, Lingerie, Shopping"
Hollywood Tans,"5830 Ellsworth Ave, Ste 104",Pittsburgh,PA,15232,40.4563571,-79.9301605,2.5,6,0,"Tanning, Beauty & Spas"
Peter's Pub,116 Oakland Ave,Pittsburgh,PA,15213,40.4417381,-79.9574545,2.5,59,0,"Bars, Restaurants, Nightlife, Pubs"
Thirsty Scholar Bar & Grille,3610 Fifth Ave,Pittsburgh,PA,15213,40.4414823439,-79.9586161226,3.5,15,1,"Bars, Cocktail Bars, Sports Bars, Food, Beer, Wine & Spirits, Beer Bar, Nightlife, American (Traditional), Restaurants"
PNC Bank,5601 Walnut St,Pittsburgh,PA,15232,40.4519130666,-79.9319717288,3.5,7,1,"Financial Services, Mortgage Brokers, Home Services, Banks & Credit Unions, Real Estate, Investing"
Little's Shoes,5850 Forbes Ave,Pittsburgh,PA,15217,40.4377534,-79.9210463,4.0,50,1,"Shopping, Fashion, Shoe Stores"
The Dustin Nulf Team - Keller Williams Realty,5425 Baum Blvd,Pittsburgh,PA,15232,40.4574323,-79.937417,4.5,3,1,"Real Estate Services, Real Estate Agents, Real Estate, Home Services"
Little Nipper's Pizza II,216 N Craig St,Pittsburgh,PA,15213,40.4506317353,-79.9510331983,3.0,43,1,"Italian, Restaurants, Pizza"
Albert Anthony Real Estate,4343 Murray Ave,Pittsburgh,PA,15217,40.4207385,-79.9283104,3.0,4,1,"Real Estate, Real Estate Services, Home Services"
UPMC Presbyterian Cafeteria,"200 Lothrop St, Fl 11",Pittsburgh,PA,15213,40.4432881282,-79.96049387,3.0,3,1,"Restaurants, Cafeteria"
Lotsa Stone Fired Pizza,3621 Forbes Ave,Pittsburgh,PA,15213,40.4411185,-79.9578237,3.5,42,1,"Barbeque, Salad, Gluten-Free, Pizza, Hawaiian, Vegan, Restaurants"
All India,315 N Craig St,Pittsburgh,PA,15213,40.4521894,-79.9525714,4.0,170,1,"Restaurants, Indian"
Pittsburgh Pretzel Sandwich Shop,3531 Forbes Ave,Pittsburgh,PA,15213,40.440661,-79.958699,3.0,11,0,"Sandwiches, Restaurants"
Meat Here,346 Atwood St,Pittsburgh,PA,15213,40.4385568,-79.9547478,4.5,3,0,"Wraps, Restaurants, Chicken Wings, Barbeque, Southern"
Sushi Fuku,417 S Craig St,Pittsburgh,PA,15213,40.4445696,-79.9485635,3.0,30,1,"Poke, Restaurants, Food, Sushi Bars, Japanese"
Mount Everest Sushi,128 Oakland Ave,Pittsburgh,PA,15213,40.4415916,-79.957276,4.5,166,1,"Sushi Bars, Restaurants, Japanese, Hawaiian, Food, Poke, Asian Fusion"
Min's JazzCuts,366 Atwood St,Pittsburgh,PA,15213,40.4381426,-79.9542547,4.0,23,1,"Beauty & Spas, Hair Salons"
Tennis Village,5419 Walnut St,Pittsburgh,PA,15232,40.4509532,-79.9349372,5.0,6,1,"Shopping, Sporting Goods, Shoe Stores, Fashion"
Knit One,2721 Murray Ave,Pittsburgh,PA,15217,40.4283108,-79.9246088,4.5,10,0,"Arts & Crafts, Shopping"
Pro Bike+Run,5876 Forbes Ave,Pittsburgh,PA,15217,40.4377646,-79.9199814,3.5,28,1,"Bikes, Local Services, Shoe Stores, Sporting Goods, Shopping, Fashion, Sports Wear, Active Life, Bike Repair\/Maintenance"
Element,5744 Ellsworth Ave,Pittsburgh,PA,15232,40.4557138,-79.9311175,3.5,22,1,"Nightlife, Gay Bars, Bars"
Five Guys,117 S Bouquet St,Pittsburgh,PA,15213,40.442277,-79.956657,3.5,70,1,"Fast Food, Burgers, American (New), Restaurants"
Bangkok Balcony,5846 Forbes Ave,Pittsburgh,PA,15217,40.4377594,-79.9211285,3.5,182,1,"Soup, Restaurants, Thai, Salad"
G.I.Haul,4716 Ellsworth Ave,Pittsburgh,PA,15213,40.4484504,-79.9468225,5.0,8,1,"Local Services, Junk Removal & Hauling, Home Services, Home Cleaning, Dumpster Rental"
Sestili Nursery,3721 Swinburne St,Pittsburgh,PA,15213,40.4318157,-79.9520146,4.0,5,1,"Shopping, Home & Garden, Nurseries & Gardening"
Living Juicy,5892 Ellsworth Ave,Pittsburgh,PA,15232,40.4580184,-79.9275787,4.5,13,0,"Cafes, Restaurants, Juice Bars & Smoothies, Food"
Pursuits Women's Clothing & Accessories,740 Filbert St,Pittsburgh,PA,15232,40.451606,-79.933187,4.0,3,1,"Accessories, Women's Clothing, Shopping, Fashion, Jewelry"
Mineo's Pizza House,2128 Murray Ave,Pittsburgh,PA,15217,40.4328604,-79.9232273,3.5,288,1,"Ice Cream & Frozen Yogurt, Pizza, Desserts, Restaurants, Italian, Food"
GreenLight Juice,2108 Murray Ave,Pittsburgh,PA,15217,40.4333704,-79.9232016,5.0,17,0,"Organic Stores, Juice Bars & Smoothies, Food"
Luxury Nails,5430 Centre Ave,Pittsburgh,PA,15232,40.455947,-79.9373708,2.5,33,1,"Waxing, Beauty & Spas, Hair Removal, Day Spas, Eyelash Service, Nail Salons"
Eighteen,2028 Murray Ave,Pittsburgh,PA,15217,40.4339539495,-79.9230235443,4.0,4,1,"Kosher, Wine Bars, Bars, Food, Mediterranean, Restaurants, Diners, Nightlife, Cafes, Internet Cafes"
Sachs Management,5828 Forbes Ave,Pittsburgh,PA,15217,40.437752,-79.921744,1.0,3,1,"Property Management, Home Services, Real Estate"
Fujiya Ramen,815 S Aiken Ave,Pittsburgh,PA,15232,40.4504837,-79.9351521,4.0,62,1,"Restaurants, Ramen, Japanese, Sushi Bars, Izakaya"
La Casa,5884 Ellsworth Ave,Pittsburgh,PA,15232,40.457861,-79.9280308,2.5,51,0,"Basque, Nightlife, Restaurants, Bars, Tapas Bars, Spanish, Wine Bars"
Northumberland Cleaning & Tailoring,5876 Northumberland St,Pittsburgh,PA,15217,40.4415159,-79.9206898,2.5,4,1,"Local Services, Sewing & Alterations, Laundry Services, Dry Cleaning & Laundry"
Razzy Fresh,3533 Forbes Ave,Pittsburgh,PA,15213,40.4405895,-79.9585243,4.5,39,1,"Food, Ice Cream & Frozen Yogurt"
"Garrow Dennis D, DMD",500 S Aiken Ave,Pittsburgh,PA,15232,40.45564,-79.9388139,4.0,4,1,"Dentists, Health & Medical, General Dentistry"
Lord Duncan Cleaners,5850 Forward Ave,Pittsburgh,PA,15217,40.4293877,-79.9220369,2.5,5,1,"Dry Cleaning & Laundry, Local Services, Carpet Cleaning, Laundry Services"
All Auto Repair,2366 Eldridge St,Pittsburgh,PA,15217,40.4297204,-79.9225092,4.5,7,1,"Auto Repair, Automotive"
UPMC Montefiore,3459 Fifth Avenue,Pittsburgh,PA,15213,40.4404729,-79.9615798,4.5,3,1,"Hospitals, Health & Medical"
UPMC Presbyterian,200 Lothrop St,Pittsburgh,PA,15213,40.4406248,-79.9958864,2.0,29,1,"Hospitals, Doctors, Health & Medical, Cardiologists"
JCC of Greater Pittsburgh,5738 Forbes Ave,Pittsburgh,PA,15217,40.437485,-79.923803,3.5,32,1,"Summer Camps, Local Services, Gyms, Active Life, Fitness & Instruction, Child Care & Day Care, Preschools, Education, Community Centers, Public Services & Government"
Quest Diagnostics,2727 Murray Ave,Pittsburgh,PA,15217,40.428280175,-79.9246938899,2.5,6,1,"Health & Medical, Laboratory Testing, Diagnostic Services"
K & T's Fish and Chicken,4521 Centre Ave,Pittsburgh,PA,15213,40.4519297,-79.9525023,3.0,18,1,"Soul Food, Moroccan, Restaurants, Fish & Chips"
Chicken Grille,121 Oakland Ave,Pittsburgh,PA,15213,40.4418637,-79.9571226,3.5,21,1,"Asian Fusion, Comfort Food, Fast Food, American (Traditional), Restaurants"
Salem Halal Meats & Groceries,338 S Bouquet St,Pittsburgh,PA,15213,40.4400241,-79.9532523,4.5,12,0,"Food, Grocery, Specialty Food, Meat Shops"
The Great American Grill,3454 Forbes Ave,Pittsburgh,PA,15213,40.439424,-79.959407,3.0,5,1,"American (New), Hotels & Travel, Restaurants"
Baskin Robbins,5819 Forbes Ave,Pittsburgh,PA,15217,40.4381352,-79.9222096,2.0,3,0,"Ice Cream & Frozen Yogurt, Food"
Sunoco,4551-4599 Bayard St,Pittsburgh,PA,15213,40.4494699105,-79.9508571625,2.5,7,1,"Gas Stations, Automotive"
The Inn on Negley,703 S Negley Ave,Pittsburgh,PA,15232,40.4533266,-79.9314642,4.5,45,1,"Hotels, Event Planning & Services, Hotels & Travel, Breakfast & Brunch, Tea Rooms, Bed & Breakfast, Food, Restaurants"
Avis,Melwood & Centre Ave,Pittsburgh,PA,15213,40.4522482,-79.9508471,3.5,7,1,"Hotels & Travel, Car Rental"
Five Points Artisan Bakeshop,6520 Wilkins Ave,Pittsburgh,PA,15217,40.4442936,-79.9168723,5.0,82,1,"Food, Bakeries"
Continental Barber Shop,811 Copeland St,Pittsburgh,PA,15232,40.4505995,-79.9345084,5.0,3,1,"Barbers, Beauty & Spas"
I Am Yoga,"1701 Murray Ave, Fl 2",Pittsburgh,PA,15217,40.4378459,-79.9228064,4.5,28,1,"Fitness & Instruction, Yoga, Active Life"
True Runner,5407 Walnut St,Pittsburgh,PA,15232,40.4507834,-79.9354103,4.0,26,0,"Sporting Goods, Shopping, Fashion, Outdoor Gear, Sports Wear"
5801 Video Lounge and Café,5801 Ellsworth Ave,Pittsburgh,PA,15232,40.456257,-79.9307543,4.0,76,1,"Restaurants, Nightlife, American (Traditional), Bars, Gay Bars"
Relis Benjamin I DMD,4415 5th Ave,Pittsburgh,PA,15213,40.447309,-79.9513939,4.0,5,1,"Dentists, General Dentistry, Health & Medical"
MINI of Pittsburgh,4900 Baum Blvd,Pittsburgh,PA,15213,40.454278,-79.946552,4.0,21,1,"Auto Repair, Car Dealers, Automotive"
Greenfield Jewelers,4233 Murray Ave,Pittsburgh,PA,15217,40.4224808634,-79.9286618307,5.0,8,1,"Jewelry, Gold Buyers, Local Services, Shopping, Jewelry Repair, Bridal"
Joe Mama's Italian Deluxe,3716 Forbes Ave,Pittsburgh,PA,15213,40.44133,-79.956892,3.0,74,0,"Restaurants, Italian"
The Ave,5741 Ellsworth Ave,Pittsburgh,PA,15232,40.455763,-79.931512,4.0,5,0,"American (Traditional), Bars, Restaurants, Nightlife"
Chick'n Bubbly,117 Oakland Ave,Pittsburgh,PA,15213,40.4419142,-79.957205,4.0,131,1,"Bubble Tea, Food, Coffee & Tea, Korean, Restaurants, Chicken Wings"
Swing City,5604 Solway St,Pittsburgh,PA,15217,40.4426852,-79.9266587,4.0,4,1,"Arts & Entertainment, Social Clubs"
Panther Hollow Trail,605 Boundary St,Pittsburgh,PA,15213,40.4389846,-79.9504048,4.0,5,1,"Active Life, Hiking"
Dave & Andy's,207 Atwood St,Pittsburgh,PA,15213,40.4409253,-79.9573017,4.5,258,1,"Food, Ice Cream & Frozen Yogurt"
T-Swirl Crepe,1714 Murray Ave,Pittsburgh,PA,15217,40.4374483,-79.9231457,4.5,53,1,"Japanese, Restaurants, Creperies"
Klump Chiropractic Center,"6301 Forbes Ave, Ste 104",Pittsburgh,PA,15217,40.438415,-79.919124,5.0,6,1,"Health & Medical, Chiropractors"
Amberson Apartments,3 Bayard Rd,Pittsburgh,PA,15213,40.4530515,-79.942092,4.0,4,1,"Home Services, Real Estate, Apartments"
Alto Lounge,728 Copeland St,Pittsburgh,PA,15232,40.4511071,-79.9350706,2.5,4,1,"Nightlife, Bars, Lounges"
Hey Betty,5890 Ellsworth Ave,Pittsburgh,PA,15232,40.4579595,-79.9277035,4.0,10,1,"Women's Clothing, Used, Vintage & Consignment, Fashion, Antiques, Men's Clothing, Shopping"
Chestnut Hills Dental Pittsburgh Sq. Hill,"5889 Forbes Ave, Ste 305",Pittsburgh,PA,15217,40.4382593,-79.9196419,4.5,14,1,"General Dentistry, Dentists, Health & Medical, Pediatric Dentists, Cosmetic Dentists"
SkyVue Apartments,3333 Forbes Ave,Pittsburgh,PA,15213,40.4381939,-79.9627665,2.0,3,1,"Real Estate, Home Services, Apartments"
"Melwood Screening Room, Pittsburgh Filmmakers",477 Melwood Ave,Pittsburgh,PA,15213,40.4559244,-79.953763,4.0,9,1,"Cinema, Arts & Entertainment"
Jimmy John's,3444 Forbes Ave,Pittsburgh,PA,15213,40.4392177,-79.9597183,4.0,36,1,"Food, Food Delivery Services, Fast Food, Restaurants, Sandwiches, Delis"
Falk Clinic,3601 Fifth Ave,Pittsburgh,PA,15213,40.4455929783,-79.9531839788,2.0,3,1,"Doctors, Health & Medical, Infectious Disease Specialists, Medical Centers"
Mozart Management,515 S Aiken Ave,Pittsburgh,PA,15232,40.4556811,-79.9380454,2.0,47,1,"Real Estate, Apartments, Home Services"
Tartan Express,Carnegie Mellon's,Pittsburgh,PA,15213,40.442032,-79.942879,2.5,5,1,"Asian Fusion, Food Stands, Food Trucks, Food, Restaurants"
Pamela's Upstreet Diner,1711 Murray Ave,Pittsburgh,PA,15217,40.4376321,-79.9227779,4.0,171,1,"Diners, Breakfast & Brunch, Restaurants"
Vinny's Alignment,531 Melwood Ave,Pittsburgh,PA,15213,40.4571613677,-79.9544224888,4.5,3,1,"Wheel & Rim Repair, Automotive, Transmission Repair, Tires, Smog Check Stations, Auto Repair"
B&B Fired Up Goodness,5750 Ellsworth Ave,Pittsburgh,PA,15232,40.4557053,-79.930891,3.0,12,0,"Beer Bar, Barbeque, Bars, Nightlife, Sandwiches, Restaurants"
Bellhops,342 Oakland Ave,Pittsburgh,PA,15213,40.439132,-79.954355,4.0,47,1,"Local Services, Home Services, Self Storage, Movers"
Mitchell's Tavern,4632 Centre Ave,Pittsburgh,PA,15213,40.4521041,-79.9506194,3.0,7,1,"Dive Bars, Nightlife, Bars"
Speedway,4420 Browns Hill Rd,Pittsburgh,PA,15217,40.419217,-79.9274902,4.5,6,1,"Automotive, Gas Stations"
Veracruz Mexican Restaurant,3715 Forbes Ave,Pittsburgh,PA,15213,40.4414677,-79.9574362,3.0,29,0,"Restaurants, Mexican"
Subway,4613 Centre Ave,Pittsburgh,PA,15213,40.4522058,-79.9515557,2.0,9,1,"Restaurants, Sandwiches, Fast Food"
Molnar's Rudy Service Center,5500 Baum Blvd,Pittsburgh,PA,15232,40.4572144,-79.9363659,3.0,4,1,"Auto Repair, Automotive, Gas Stations"
Johnny O's Bar & Grille,5533 Walnut St,Pittsburgh,PA,15232,40.4517376467,-79.9325451481,2.5,14,0,"Bars, American (Traditional), Nightlife, Restaurants, Salad"
Nataliya European Food,4370 Murray Ave,Pittsburgh,PA,15217,40.4199,-79.92863,5.0,4,1,"International Grocery, Food"
Spice Island Tea House,253 Atwood St,Pittsburgh,PA,15213,40.4400171,-79.9560186,4.0,321,1,"Food, Thai, Specialty Food, Asian Fusion, Tea Rooms, Restaurants"
The Mansion at Maple Heights,5516 Maple Heights Rd,Pittsburgh,PA,15232,40.4478972,-79.9315609,4.0,25,0,"Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels"
Rose Tea Cafe,414 S Craig St,Pittsburgh,PA,15213,40.444788,-79.9489549,2.5,72,1,"Food, Bubble Tea, Chinese, Taiwanese, Restaurants"
Tokyo Japanese Food Store,5855 Ellsworth Ave,Pittsburgh,PA,15232,40.4575622381,-79.9293180938,4.5,38,1,"Food, International Grocery, Grocery"
"Edward Ross, OD",1821 Murray Ave,Pittsburgh,PA,15217,40.4364725,-79.9226914,4.0,5,1,"Health & Medical, Optometrists"
Crazy Mocha,2100 Murray Ave,Pittsburgh,PA,15217,40.4335363,-79.9232551,3.5,39,1,"Food, Coffee & Tea"
Brush Nail Studio,"731 Filbert St, Fl 3",Pittsburgh,PA,15232,40.4517821,-79.9331068,5.0,28,1,"Beauty & Spas, Nail Salons, Nail Technicians"
Chengdu Gourmet,5840 Forward Ave,Pittsburgh,PA,15217,40.4295421035,-79.9223725553,3.5,121,1,"Restaurants, Seafood, Soup, Chinese"
